log	filename	manifest	status	throughput
s3_transfer_10006226_165.log	HG02145.m64136_201019_093412.dc.q20.fastq.gz	./manifest_10006226_165.csv	0	43.7MiB/s
s3_transfer_10006226_166.log	HG02273.m64043_220429_171542.dc.q20.fastq.gz	./manifest_10006226_166.csv	0	42.2MiB/s
s3_transfer_10006226_167.log	HG02273.m64043_220501_041051.dc.q20.fastq.gz	./manifest_10006226_167.csv	0	25.1MiB/s
s3_transfer_10006226_168.log	HG02273.m64043_220503_153752.dc.q20.fastq.gz	./manifest_10006226_168.csv	0	44.1MiB/s
s3_transfer_10006226_169.log	HG03017.m54329U_211225_070909.dc.q20.fastq.gz	./manifest_10006226_169.csv	0	47.5MiB/s
s3_transfer_10006226_16.log	HG01940.m64334e_220304_185513.dc.q20.fastq.gz	./manifest_10006226_16.csv	0	21.4MiB/s
s3_transfer_10006226_170.log	HG03017.m54329U_220109_103416.dc.q20.fastq.gz	./manifest_10006226_170.csv	0	22.5MiB/s
s3_transfer_10006226_171.log	HG03017.m54329U_220117_123334.dc.q20.fastq.gz	./manifest_10006226_171.csv	0	38.8MiB/s
s3_transfer_10006226_172.log	HG03017.m64076_220216_013707.dc.q20.fastq.gz	./manifest_10006226_172.csv	0	59.0MiB/s
s3_transfer_10006226_173.log	HG03017.m64076_221001_041132.dc.q20.fastq.gz	./manifest_10006226_173.csv	0	19.2MiB/s
s3_transfer_10006226_174.log	HG04228.m54329U_210507_224951.dc.q20.fastq.gz	./manifest_10006226_174.csv	0	27.2MiB/s
s3_transfer_10006226_175.log	HG04228.m54329U_210725_100455.dc.q20.fastq.gz	./manifest_10006226_175.csv	0	21.5MiB/s
s3_transfer_10006226_176.log	HG04228.m64076_210617_050849.dc.q20.fastq.gz	./manifest_10006226_176.csv	0	20.4MiB/s
s3_transfer_10006226_177.log	HG04228.m64076_210618_160639.dc.q20.fastq.gz	./manifest_10006226_177.csv	0	23.6MiB/s
s3_transfer_10006226_178.log	HG04228.m64076_210620_030428.dc.q20.fastq.gz	./manifest_10006226_178.csv	0	32.6MiB/s
s3_transfer_10006226_179.log	HG01252.m54306Ue_220228_165421.dc.q20.fastq.gz	./manifest_10006226_179.csv	0	12.8MiB/s
s3_transfer_10006226_17.log	HG01940.m64334e_220422_151506.dc.q20.fastq.gz	./manifest_10006226_17.csv	0	32.2MiB/s
s3_transfer_10006226_180.log	HG01252.m54306Ue_220419_182803.dc.q20.fastq.gz	./manifest_10006226_180.csv	0	33.8MiB/s
s3_transfer_10006226_181.log	HG01252.m64330e_220306_155049.dc.q20.fastq.gz	./manifest_10006226_181.csv	0	21.4MiB/s
