entity:qc_result_sample_id	cram	freemix	mean_coverage	median_absolute_deviation	median_insert_size	pct_10x	pct_20x	pct_30x	pct_chimeras	percent_duplication	q20_bases	qc_result_sample	qc_status	read1_pf_mismatch_rate	read2_pf_mismatch_rate
HG00096	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00096/analysis/HG00096.final.cram	1.46e-06	34.663532000000004	66	423	0.9931459999999999	0.978835	0.756498	0.006912000000000001	0.09668600000000001	112905000000.0	HG00096	PASS	0.003927	0.0041270000000000005
HG00097	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00097/analysis/HG00097.final.cram	6.13e-09	33.295418	68	434	0.9931840000000001	0.973333	0.6874640000000001	0.005988	0.11010199999999999	111607000000.0	HG00097	PASS	0.003677	0.0043170000000000005
HG00099	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00099/analysis/HG00099.final.cram	4.19e-09	38.430259	68	431	0.993409	0.9847739999999999	0.8792479999999999	0.005968	0.08501900000000001	125553000000.0	HG00099	PASS	0.003822	0.004973
HG00100	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00100/analysis/HG00100.final.cram	1.0800000000000002e-05	31.951794	66	422	0.992461	0.9672459999999999	0.6202340000000001	0.006082	0.085127	104072000000.0	HG00100	PASS	0.0041990000000000005	0.004353
HG00101	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00101/analysis/HG00101.final.cram	7.73e-09	34.694562	68	445	0.993115	0.978383	0.757788	0.00692	0.09929199999999999	112684000000.0	HG00101	PASS	0.003925	0.005175
HG00102	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00102/analysis/HG00102.final.cram	4.9e-06	32.648585	68	440	0.992541	0.970833	0.660053	0.005998	0.10646099999999999	109065000000.0	HG00102	PASS	0.003834	0.004242
HG00103	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00103/analysis/HG00103.final.cram	1.24e-08	33.0926	65	415	0.992317	0.971878	0.677012	0.0064730000000000005	0.105458	109213000000.0	HG00103	PASS	0.004064	0.0041600000000000005
HG00105	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00105/analysis/HG00105.final.cram	9.429999999999999e-09	30.148734	69	433	0.9918680000000001	0.949334	0.509195	0.005519	0.059583000000000004	93725184224.0	HG00105	PASS	0.0047350000000000005	0.005069
HG00106	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00106/analysis/HG00106.final.cram	8.86e-06	36.855762	67	430	0.993519	0.983786	0.843893	0.00595	0.088928	121013000000.0	HG00106	PASS	0.003757	0.004753
HG00107	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00107/analysis/HG00107.final.cram	2.06e-06	33.758707	66	421	0.9929950000000001	0.975893	0.714625	0.0057740000000000005	0.111006	111539000000.0	HG00107	PASS	0.00399	0.004417
HG00108	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00108/analysis/HG00108.final.cram	2.6800000000000003e-09	33.275472	68	433	0.992419	0.972833	0.693268	0.006363000000000001	0.104617	109376000000.0	HG00108	PASS	0.004338	0.0047420000000000006
HG00109	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00109/analysis/HG00109.final.cram	3.27e-06	36.759584999999994	71	440	0.993324	0.982258	0.8364530000000001	0.005534000000000001	0.06327200000000001	114830000000.0	HG00109	PASS	0.004631000000000001	0.005013
HG00110	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00110/analysis/HG00110.final.cram	5.57e-06	32.153923	68	438	0.9927790000000001	0.967728	0.626364	0.006501000000000001	0.103753	107082000000.0	HG00110	PASS	0.003915	0.004137
HG00111	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00111/analysis/HG00111.final.cram	3.73e-08	33.705445000000005	68	440	0.993122	0.973341	0.705149	0.008114	0.056816	105187000000.0	HG00111	PASS	0.005517	0.005619
HG00112	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00112/analysis/HG00112.final.cram	1.99e-06	33.48214	69	442	0.9926659999999999	0.9741	0.704842	0.006213000000000001	0.103985	109510000000.0	HG00112	PASS	0.0038420000000000004	0.004785
HG00113	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00113/analysis/HG00113.final.cram	1.06e-09	30.503894	66	425	0.992303	0.9556690000000001	0.528223	0.006479	0.083565	98003639321.0	HG00113	PASS	0.003742	0.004202
HG00114	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00114/analysis/HG00114.final.cram	2.29e-08	34.129038	67	431	0.992725	0.9773200000000001	0.739611	0.0059689999999999995	0.092619	110707000000.0	HG00114	PASS	0.00379	0.004502
HG00115	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00115/analysis/HG00115.final.cram	2.68e-06	30.027632	68	430	0.99215	0.9495709999999999	0.497022	0.0060149999999999995	0.082695	96335189688.0	HG00115	PASS	0.004038	0.004668
HG00116	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00116/analysis/HG00116.final.cram	4.86e-06	45.005018	66	424	0.993992	0.98862	0.96635	0.006004	0.118822	150127000000.0	HG00116	PASS	0.004384000000000001	0.006069
HG00117	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00117/analysis/HG00117.final.cram	3.62e-08	39.240087	68	432	0.9936780000000001	0.986131	0.9037870000000001	0.006332	0.09428099999999999	128012000000.0	HG00117	PASS	0.0036119999999999998	0.005848
HG00118	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00118/analysis/HG00118.final.cram	1.96e-06	35.331075	67	422	0.993237	0.980398	0.787714	0.006312	0.103427	117626000000.0	HG00118	PASS	0.003786	0.0042060000000000005
HG00119	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00119/analysis/HG00119.final.cram	2.7600000000000004e-09	35.751821	67	433	0.993705	0.9808479999999999	0.801046	0.006987	0.088415	114856000000.0	HG00119	PASS	0.004376	0.004719
HG00120	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00120/analysis/HG00120.final.cram	4.55e-08	38.87617	67	426	0.993483	0.985624	0.8971899999999999	0.005792	0.101227	129322000000.0	HG00120	PASS	0.003331	0.005352
HG00121	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00121/analysis/HG00121.final.cram	8.47e-06	33.256734	68	431	0.993311	0.974506	0.6890470000000001	0.007873999999999999	0.102902	110455000000.0	HG00121	PASS	0.004086	0.004825
HG00122	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00122/analysis/HG00122.final.cram	4.89e-06	35.682483000000005	68	431	0.9933870000000001	0.9815229999999999	0.797504	0.007333	0.07309500000000001	114840000000.0	HG00122	PASS	0.003797	0.004808
HG00123	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00123/analysis/HG00123.final.cram	3.96e-06	32.089079999999996	66	427	0.9923049999999999	0.967802	0.629583	0.007135	0.093835	106199000000.0	HG00123	PASS	0.0034799999999999996	0.0056240000000000005
HG00125	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00125/analysis/HG00125.final.cram	4.28e-06	30.093327000000002	68	434	0.991886	0.9509799999999999	0.50708	0.007006	0.076182	96790342023.0	HG00125	PASS	0.0043939999999999995	0.005331
HG00126	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00126/analysis/HG00126.final.cram	3.05e-05	43.188609	68	435	0.9940620000000001	0.9877879999999999	0.9479709999999999	0.007427	0.069453	136022000000.0	HG00126	PASS	0.003997	0.005256
HG00127	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00127/analysis/HG00127.final.cram	1.15e-05	35.538755	67	424	0.993049	0.981284	0.795992	0.006665000000000001	0.10055900000000001	118144000000.0	HG00127	PASS	0.004451	0.0048909999999999995
HG00128	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00128/analysis/HG00128.final.cram	1.18e-05	43.631601	68	430	0.9940969999999999	0.9887950000000001	0.95606	0.007571	0.092144	144201000000.0	HG00128	PASS	0.003941	0.00436
HG00129	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00129/analysis/HG00129.final.cram	1.25e-08	30.846162	67	440	0.992099	0.956483	0.5552819999999999	0.006188	0.08480700000000001	98534223287.0	HG00129	PASS	0.004343	0.00479
HG00130	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00130/analysis/HG00130.final.cram	1.09e-08	31.462275	69	444	0.992301	0.961982	0.593057	0.005678	0.080525	101152000000.0	HG00130	PASS	0.004296	0.005379
HG00131	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00131/analysis/HG00131.final.cram	6.92e-06	33.837471	68	434	0.9928520000000001	0.9763649999999999	0.7260850000000001	0.006234	0.111273	111594000000.0	HG00131	PASS	0.004222	0.0044659999999999995
HG00132	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00132/analysis/HG00132.final.cram	2.08e-08	32.378840999999994	64	417	0.992662	0.968526	0.63939	0.005556	0.115552	109170000000.0	HG00132	PASS	0.003188	0.004109000000000001
HG00133	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00133/analysis/HG00133.final.cram	2.72e-05	50.952224	66	423	0.994848	0.990706	0.982186	0.006202	0.086776	167131000000.0	HG00133	PASS	0.0035329999999999997	0.003907
HG00136	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00136/analysis/HG00136.final.cram	2.14e-09	32.475859	63	408	0.9929959999999999	0.970733	0.647054	0.006476999999999999	0.11510899999999999	108686000000.0	HG00136	PASS	0.003476	0.004078
HG00137	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00137/analysis/HG00137.final.cram	4.45e-06	33.482499	68	441	0.992728	0.9738100000000001	0.7067869999999999	0.007104999999999999	0.087092	108968000000.0	HG00137	PASS	0.004220000000000001	0.005007999999999999
HG00138	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00138/analysis/HG00138.final.cram	4.18e-09	35.283042	70	443	0.9931540000000001	0.980025	0.785133	0.0063950000000000005	0.086061	113153000000.0	HG00138	PASS	0.0037869999999999996	0.004684000000000001
HG00139	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00139/analysis/HG00139.final.cram	1.52e-05	34.888690000000004	68	439	0.993402	0.979617	0.7687579999999999	0.0059960000000000005	0.138896	118838000000.0	HG00139	PASS	0.004051	0.004397
HG00140	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00140/analysis/HG00140.final.cram	8.48e-06	33.400418	60	396	0.992993	0.974449	0.6932229999999999	0.007349	0.108028	111561000000.0	HG00140	PASS	0.003589	0.004155
HG00141	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00141/analysis/HG00141.final.cram	3.74e-06	34.274951	66	430	0.9926870000000001	0.976391	0.743966	0.0059700000000000005	0.06045	105752000000.0	HG00141	PASS	0.005665	0.006035
HG00142	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00142/analysis/HG00142.final.cram	2.34e-06	32.960755999999996	65	417	0.992999	0.969196	0.651057	0.00595	0.109143	109410000000.0	HG00142	PASS	0.003488	0.004122
HG00143	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00143/analysis/HG00143.final.cram	7.43e-06	33.455509	67	434	0.992613	0.9732790000000001	0.7020430000000001	0.006418999999999999	0.07199	104623000000.0	HG00143	PASS	0.005423	0.0057729999999999995
HG00145	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00145/analysis/HG00145.final.cram	2.5299999999999998e-08	31.066696000000004	68	429	0.992239	0.958355	0.561826	0.006531	0.076878	99656300141.0	HG00145	PASS	0.003728	0.004176
HG00146	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00146/analysis/HG00146.final.cram	6.86e-06	43.459326000000004	66	423	0.994094	0.988691	0.958385	0.006717	0.093324	144268000000.0	HG00146	PASS	0.0036299999999999995	0.0039840000000000006
HG00148	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00148/analysis/HG00148.final.cram	6.54e-06	30.634009000000002	63	418	0.9925069999999999	0.9571569999999999	0.536191	0.006423000000000001	0.115978	102312000000.0	HG00148	PASS	0.0034950000000000003	0.004267
HG00149	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00149/analysis/HG00149.final.cram	5.73e-09	33.341035	67	432	0.992297	0.972944	0.689264	0.006587999999999999	0.082149	107161000000.0	HG00149	PASS	0.0038229999999999996	0.00414
HG00150	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00150/analysis/HG00150.final.cram	5.53e-06	39.964954	66	425	0.993453	0.9866729999999999	0.915442	0.006256	0.087089	131050000000.0	HG00150	PASS	0.0035840000000000004	0.004076
HG00151	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00151/analysis/HG00151.final.cram	9.46e-09	35.821218	67	425	0.993267	0.9818309999999999	0.804354	0.007121	0.082254	114997000000.0	HG00151	PASS	0.003821	0.004657
HG00154	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00154/analysis/HG00154.final.cram	5.8e-09	34.100598	69	445	0.992562	0.9751120000000001	0.730867	0.0056359999999999995	0.102269	111339000000.0	HG00154	PASS	0.003714	0.00454
HG00155	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00155/analysis/HG00155.final.cram	6.2e-06	31.349076	66	422	0.992566	0.962456	0.58334	0.007277	0.074362	99908615549.0	HG00155	PASS	0.004589	0.00479
HG00157	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00157/analysis/HG00157.final.cram	4.75e-06	31.308358000000002	65	417	0.9922709999999999	0.961008	0.575677	0.006726	0.085425	100984000000.0	HG00157	PASS	0.0037920000000000002	0.004201
HG00158	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00158/analysis/HG00158.final.cram	1.62e-09	36.539928	68	437	0.99308	0.9825809999999999	0.829091	0.00602	0.088421	119702000000.0	HG00158	PASS	0.00364	0.004404
HG00159	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00159/analysis/HG00159.final.cram	1.12e-05	34.698859999999996	68	435	0.993072	0.9782780000000001	0.759645	0.00642	0.085245	111928000000.0	HG00159	PASS	0.003887	0.00463
HG00160	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00160/analysis/HG00160.final.cram	3.16e-06	33.334548	68	433	0.99308	0.9745010000000001	0.693213	0.006164	0.08255	106654000000.0	HG00160	PASS	0.003788	0.0043479999999999994
HG00171	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00171/analysis/HG00171.final.cram	1.65e-08	35.510149	69	426	0.992698	0.979369	0.796032	0.005676	0.055666999999999994	111471000000.0	HG00171	PASS	0.005622	0.005541
HG00173	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00173/analysis/HG00173.final.cram	4.7e-06	30.981488	67	429	0.992049	0.958758	0.558982	0.005654	0.080362	100647000000.0	HG00173	PASS	0.00412	0.004417
HG00174	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00174/analysis/HG00174.final.cram	5e-08	34.538371999999995	68	443	0.9929030000000001	0.977132	0.755459	0.0065780000000000005	0.087355	112638000000.0	HG00174	PASS	0.004233	0.005137
HG00176	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00176/analysis/HG00176.final.cram	6.61e-08	34.782368	67	430	0.9935780000000001	0.9785440000000001	0.758843	0.007206000000000001	0.08328200000000001	113142000000.0	HG00176	PASS	0.003897	0.004219
HG00177	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00177/analysis/HG00177.final.cram	4.05e-08	31.708431	66	426	0.9921620000000001	0.965347	0.60768	0.005849	0.095321	104740000000.0	HG00177	PASS	0.004116	0.004501
HG00178	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00178/analysis/HG00178.final.cram	2.8700000000000002e-08	32.460836	65	420	0.9930969999999999	0.9706440000000001	0.646993	0.006018	0.081452	105812000000.0	HG00178	PASS	0.003557	0.004037
HG00179	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00179/analysis/HG00179.final.cram	1.95e-08	31.922985999999998	70	439	0.99185	0.964951	0.622571	0.005451	0.063627	101540000000.0	HG00179	PASS	0.004471	0.00479
HG00180	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00180/analysis/HG00180.final.cram	6.67e-08	35.320926	65	417	0.993052	0.980635	0.786266	0.006097999999999999	0.06777999999999999	113207000000.0	HG00180	PASS	0.004941	0.004893
HG00181	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00181/analysis/HG00181.final.cram	2.18e-08	33.679404999999996	66	427	0.992712	0.9761	0.71286	0.006428	0.082746	108233000000.0	HG00181	PASS	0.003834	0.004236
HG00182	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00182/analysis/HG00182.final.cram	4.78e-09	34.178764	68	433	0.9927819999999999	0.977807	0.742638	0.005911	0.10993	112880000000.0	HG00182	PASS	0.004023	0.004769
HG00183	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00183/analysis/HG00183.final.cram	1.82e-08	32.411814	65	423	0.992527	0.969425	0.645038	0.007121	0.090912	105413000000.0	HG00183	PASS	0.003692	0.005822
HG00185	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00185/analysis/HG00185.final.cram	2.32e-09	34.20674	68	435	0.992547	0.976023	0.7358180000000001	0.006717	0.105274	112444000000.0	HG00185	PASS	0.003954	0.004275
HG00186	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00186/analysis/HG00186.final.cram	2.7200000000000002e-08	33.703209	65	417	0.99267	0.97467	0.719463	0.0071200000000000005	0.068843	106311000000.0	HG00186	PASS	0.004753	0.005161
HG00187	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00187/analysis/HG00187.final.cram	3.5e-09	34.955187	68	430	0.992675	0.9779059999999999	0.775334	0.005849	0.06782300000000001	109327000000.0	HG00187	PASS	0.004612	0.005416
HG00188	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00188/analysis/HG00188.final.cram	5.66e-06	31.670565999999997	66	421	0.9924860000000001	0.9647370000000001	0.599571	0.006934999999999999	0.081256	101743000000.0	HG00188	PASS	0.0037189999999999996	0.0042450000000000005
HG00189	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00189/analysis/HG00189.final.cram	1.02e-06	30.212018	68	428	0.99156	0.950197	0.509989	0.0064719999999999995	0.075565	96345776235.0	HG00189	PASS	0.00375	0.004436
HG00190	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00190/analysis/HG00190.final.cram	1.8999999999999998e-08	33.294328	68	440	0.9930959999999999	0.973557	0.693896	0.006451	0.10921800000000001	109899000000.0	HG00190	PASS	0.004335	0.00496
HG00231	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00231/analysis/HG00231.final.cram	1.22e-08	32.399287	67	430	0.992439	0.9697870000000001	0.647339	0.006007	0.092513	106810000000.0	HG00231	PASS	0.003393	0.005474000000000001
HG00232	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00232/analysis/HG00232.final.cram	1.88e-05	54.163336	68	433	0.995033	0.991661	0.985226	0.006109000000000001	0.128339	186110000000.0	HG00232	PASS	0.003406	0.005595
HG00233	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00233/analysis/HG00233.final.cram	1.35e-08	42.177747	69	426	0.994218	0.987676	0.944119	0.006292	0.07355700000000001	135430000000.0	HG00233	PASS	0.004495	0.004935
HG00234	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00234/analysis/HG00234.final.cram	2.5899999999999997e-08	38.690944	69	435	0.993576	0.984978	0.889949	0.005832	0.070891	121493000000.0	HG00234	PASS	0.004511	0.005083
HG00235	gs://fc-56ac46ea-efc4-4683-b6d5-6d95bed41c5e/CCDG_13607/Project_CCDG_13607_B01_GRM_WGS.cram.2019-02-06/Sample_HG00235/analysis/HG00235.final.cram	2.19e-06	37.848665000000004	68	432	0.9939600000000001	0.9854149999999999	0.868509	0.006111	0.092447	124627000000.0	HG00235	PASS	0.003386	0.005788000000000001
